ID,region,shrine_name,raw_address,combined_address,resolved_address,latitude,longitude,status,ownership_raw,상태,ownership_standardized,validated_address_ko,validated_road_address_ko,validated_jibun_address_ko,address_validation_status,address_validation_source
88,애월읍,금성리 본향 개똥밧당,금성리 499,애월읍 금성리 499,제주특별자치도 제주시 애월읍 금성1길 26,33.44683424,126.3004408,resolved,개인,,개인,제주특별자치도 제주시 애월읍 금성리 499,NULL,제주특별자치도 제주시 애월읍 금성리 499,validated,kakao_coord2address
89,애월읍,곽지리 송씨 일뤠할망당,곽지리 1026,애월읍 곽지리 1026,제주특별자치도 제주시 애월읍 곽지리 1026,33.44832509,126.3150218,resolved,"개인, 마을",,개인,제주특별자치도 제주시 애월읍 곽지리 1026,NULL,제주특별자치도 제주시 애월읍 곽지리 1026,validated,kakao_coord2address
90,애월읍,애월리 굽은돌알 개당,애월리 556,애월읍 애월리 556,제주특별자치도 제주시 애월읍 애월리 556,33.46272679,126.3237001,resolved,개인,폐당,개인,제주특별자치도 제주시 애월읍 애월리 556,NULL,제주특별자치도 제주시 애월읍 애월리 556,validated,kakao_coord2address
91,애월읍,애월리 해신당,애월리 1 81 9-44,애월읍 애월리 1 81 9-44,"9 44, 181 aewol-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4567812,126.3320372,resolved,국가,,국가,제주특별자치도 제주시 애월읍 애월리 181,NULL,제주특별자치도 제주시 애월읍 애월리 181,validated,kakao_coord2address
92,애월읍,장전리 본향 능선이 고지물 일뤠할망당,장전리 402,애월읍 장전리 402,제주특별자치도 제주시 애월읍 장전리 402,33.44974686,126.3919434,resolved,개인,,개인,제주특별자치도 제주시 애월읍 장전리 402,NULL,제주특별자치도 제주시 애월읍 장전리 402,validated,kakao_coord2address
93,애월읍,중엄리 본향 송씨일뤠당,신엄리 3208,애월읍 신엄리 3208,제주특별자치도 제주시 애월읍 중엄1길 3,33.46282392,126.3685222,resolved,국가,,국가,제주특별자치도 제주시 애월읍 신엄리 3208,NULL,제주특별자치도 제주시 애월읍 신엄리 3208,validated,kakao_coord2address
94,애월읍,고성리 동구시물 마께왓당,광령리 3808-2,애월읍 광령리 3808-2,제주특별자치도 제주시 애월읍 광령리 3808-2,33.46534963,126.423849,resolved,북제주군,,미상,제주특별자치도 제주시 애월읍 광령리 3808-2,NULL,제주특별자치도 제주시 애월읍 광령리 3808-2,validated,kakao_coord2address
95,애월읍,고성리 장털 일뤠당,광령리 4035-4,애월읍 광령리 4035-4,제주특별자치도 제주시 애월읍 광령리 4035-4,33.45255943,126.4217131,resolved,개인,,개인,제주특별자치도 제주시 애월읍 광령리 4035-4,NULL,제주특별자치도 제주시 애월읍 광령리 4035-4,validated,kakao_coord2address
96,애월읍,광령1 리 본향 자운당,광령리 36-6,애월읍 광령리 36-6,제주특별자치도 제주시 애월읍 광령리 36-6,33.46148365,126.4461752,resolved,마을,,미상,제주특별자치도 제주시 애월읍 광령리 36-6,NULL,제주특별자치도 제주시 애월읍 광령리 36-6,validated,kakao_coord2address
97,애월읍,광령2리 이숭굴 하르방당,광령리 2367,애월읍 광령리 2367,제주특별자치도 제주시 애월읍 광령리 2367,33.45803442,126.433662,resolved,개인,,개인,제주특별자치도 제주시 애월읍 광령리 2367,NULL,제주특별자치도 제주시 애월읍 광령리 2367,validated,kakao_coord2address
98,애월읍,광령2리 이숭굴 할망당,광령리 2524,애월읍 광령리 2524,제주특별자치도 제주시 애월읍 광령리 2524,33.44856444,126.4327547,resolved,개인,,개인,제주특별자치도 제주시 애월읍 광령리 2524,NULL,제주특별자치도 제주시 애월읍 광령리 2524,validated,kakao_coord2address
99,애월읍,광령3리 중굴당,광령리 3356,애월읍 광령리 3356,제주특별자치도 제주시 애월읍 광령리 3356,33.46135687,126.4264817,resolved,개인,,개인,제주특별자치도 제주시 애월읍 광령리 3356,NULL,제주특별자치도 제주시 애월읍 광령리 3356,validated,kakao_coord2address
100,애월읍,광령리 마씨 미륵당,광령리 596,애월읍 광령리 596,제주특별자치도 제주시 애월읍 광령리 596,33.41523594,126.4490009,resolved,"개인, 마을",,개인,제주특별자치도 제주시 애월읍 광령리 596,NULL,제주특별자치도 제주시 애월읍 광령리 596,validated,kakao_coord2address
101,애월읍,금덕리 당오름밧 하르방당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
102,애월읍,금덕리 남당밧 할망당,유수암리 1 456,애월읍 유수암리 1 456,"1456 Yusuam-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4280623,126.3991953,resolved,개인,,개인,제주특별자치도 제주시 애월읍 유수암리 1456,NULL,제주특별자치도 제주시 애월읍 유수암리 1456,validated,kakao_coord2address
103,애월읍,유수암 본향 당아진밧 송씨할망당,유수암리 1 91 0,애월읍 유수암리 1 91 0,"0, 191 Yusuam-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4164563,126.4122987,resolved,개인,,개인,제주특별자치도 제주시 애월읍 유수암리 191,NULL,제주특별자치도 제주시 애월읍 유수암리 191,validated,kakao_coord2address
104,한림읍,금릉 본향 소왕물 술일할망당,금능리 1631,한림읍 금능리 1631,제주특별자치도 제주시 한림읍 금능리 1631,33.3866813,126.2234927,resolved,마을,,미상,제주특별자치도 제주시 한림읍 금능리 1631,NULL,제주특별자치도 제주시 한림읍 금능리 1631,validated,kakao_coord2address
105,한림읍,금릉 본향 연딧가름 영감당,금능리 1631,한림읍 금능리 1631,제주특별자치도 제주시 한림읍 금능리 1631,33.3866813,126.2234927,resolved,마을,,미상,제주특별자치도 제주시 한림읍 금능리 1631,NULL,제주특별자치도 제주시 한림읍 금능리 1631,validated,kakao_coord2address
106,한림읍,협재 본향 웃가름 축일당,협재리 1 844-1,한림읍 협재리 1 844-1,"1844-1 Hyeopjae-ri, Hallim-eup, Cheju, Jeju-do, South Korea",33.3960341,126.2451461,resolved,개인,,개인,제주특별자치도 제주시 한림읍 협재리 1844-1,NULL,제주특별자치도 제주시 한림읍 협재리 1844-1,validated,kakao_coord2address
107,한림읍,협재리 뒷당,협재리 1458,한림읍 협재리 1458,제주특별자치도 제주시 한림읍 협재리 1458,33.39905425,126.2442591,resolved,NULL,,미상,제주특별자치도 제주시 한림읍 협재리 1458,NULL,제주특별자치도 제주시 한림읍 협재리 1458,validated,kakao_coord2address
108,한림읍,한수리 본향 개당,보전녹지지역,한림읍 보전녹지지역,NULL,NULL,NULL,partial,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
109,한림읍,한수리 대섬밧 하르방당,한수리 914-1 3,한림읍 한수리 914-1 3,"914-1 Hansu-ri, Hallim-eup, Cheju, Jeju-do, South Korea",33.4235244,126.2608093,resolved,마을,,미상,제주특별자치도 제주시 한림읍 한수리 914-1,NULL,제주특별자치도 제주시 한림읍 한수리 914-1,validated,kakao_coord2address
110,한림읍,귀덕 본향 축일할망당,귀덕리 1 031 -3,한림읍 귀덕리 1 031 -3,"3, 1031 Gwideok-ri, Hallim-eup, Cheju, Jeju-do, South Korea",33.4430623,126.2912451,resolved,국가,,국가,제주특별자치도 제주시 한림읍 귀덕리 1031,NULL,제주특별자치도 제주시 한림읍 귀덕리 1031,validated,kakao_coord2address
111,한림읍,상명리 본향 느지리 케인틈 축일할망당,상명리 898,한림읍 상명리 898,제주특별자치도 제주시 한림읍 상명리 898,33.36217278,126.271175,resolved,제주도,,국가,제주특별자치도 제주시 한림읍 상명리 898,NULL,제주특별자치도 제주시 한림읍 상명리 898,validated,kakao_coord2address
112,한림읍,상대리 본향 고한이 축일당,상대리 4132-3,한림읍 상대리 4132-3,제주특별자치도 제주시 한림읍 상대리 4132-3,33.40626155,126.2827013,resolved,개인,,개인,제주특별자치도 제주시 한림읍 상대리 4132-3,NULL,제주특별자치도 제주시 한림읍 상대리 4132-3,validated,kakao_coord2address
113,한림읍,명월 본향 백문이옥 하원당,동명리 11 09,한림읍 동명리 11 09,"1109 Dongmyeong-ri, Hallim-eup, Cheju, Jeju-do, South Korea",33.3887175,126.2692397,resolved,개인,,개인,제주특별자치도 제주시 한림읍 동명리 1109,NULL,제주특별자치도 제주시 한림읍 동명리 1109,validated,kakao_coord2address
114,한림읍,명월 박닛물 축일당,명월리 2223,한림읍 명월리 2223,제주특별자치도 제주시 한림읍 명월리 2223,33.38294024,126.2752192,resolved,국가,,국가,제주특별자치도 제주시 한림읍 명월리 2223,NULL,제주특별자치도 제주시 한림읍 명월리 2223,validated,kakao_coord2address
115,한림읍,명월 본향 서문하르방당,옹포리 828-1,한림읍 옹포리 828-1,제주특별자치도 제주시 한림읍 월계로 79-9,33.39911781,126.259407,resolved,개인,,개인,제주특별자치도 제주시 한림읍 옹포리 828-1,NULL,제주특별자치도 제주시 한림읍 옹포리 828-1,validated,kakao_coord2address
116,한림읍,명월 본향 여드레할망당,옹포리 777,한림읍 옹포리 777,제주특별자치도 제주시 한림읍 월계로 74,33.39852827,126.2572521,resolved,제주도 교육감,폐당,국가,제주특별자치도 제주시 한림읍 월계로 74,제주특별자치도 제주시 한림읍 월계로 74,제주특별자치도 제주시 한림읍 옹포리 777,validated,kakao_coord2address
117,한림읍,동명리 일뤠당,동명리 751,한림읍 동명리 751,제주특별자치도 제주시 한림읍 동명리 751,33.39917556,126.2734446,resolved,개인,,개인,제주특별자치도 제주시 한림읍 동명리 751,NULL,제주특별자치도 제주시 한림읍 동명리 751,validated,kakao_coord2address
118,한림읍,동명리 술일할망당,동명리 958,한림읍 동명리 958,제주특별자치도 제주시 한림읍 동명리 958,33.39230985,126.2724754,resolved,"개인, 공동",폐당,공동,제주특별자치도 제주시 한림읍 동명리 958,NULL,제주특별자치도 제주시 한림읍 동명리 958,validated,kakao_coord2address
119,한림읍,금악리 아미당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
120,한림읍,금악 본향 신모들 축일할망당,금악리 1359,한림읍 금악리 1359,제주특별자치도 제주시 한림읍 금악리 1359,33.3457059,126.3032612,resolved,"개인, 공동",,공동,제주특별자치도 제주시 한림읍 금악리 1359,NULL,제주특별자치도 제주시 한림읍 금악리 1359,validated,kakao_coord2address
121,한림읍,금악 본향 당동산 오일하르방당,금악리 161 2,한림읍 금악리 161 2,"161 Geumak-ri, Hallim-eup, Cheju, Jeju-do, South Korea",33.3543665,126.3291196,resolved,개인,,개인,제주특별자치도 제주시 한림읍 금악리 161,NULL,제주특별자치도 제주시 한림읍 금악리 161,validated,kakao_coord2address
122,한림읍,비양리 본향 술일당,협재리 산11 6-5,한림읍 협재리 산11 6-5,"산150-11 Hyeopjae-ri, Hallim-eup, Cheju, Jeju-do, South Korea",33.3824987,126.2372933,resolved,국가,,국가,제주특별자치도 제주시 한림읍 협재리 산 150-11,NULL,제주특별자치도 제주시 한림읍 협재리 산 150-11,validated,kakao_coord2address
123,한경면,고산리 본향 당오름 당목잇당,고산리 2640,한경면 고산리 2640,제주특별자치도 제주시 한경면 고산리 2640,33.30870864,126.1769247,resolved,"개인, 공동",,공동,제주특별자치도 제주시 한경면 고산리 2640,NULL,제주특별자치도 제주시 한경면 고산리 2640,validated,kakao_coord2address
124,한경면,고산리 자구내 갯그리 할망당,고산리 361 6-24,한경면 고산리 361 6-24,"361-2 Gosan-ri, Hangyeong-myeon, Cheju, Jeju-do, South Korea",33.3005832,126.1973333,resolved,개인,,개인,제주특별자치도 제주시 한경면 고산리 361-2,NULL,제주특별자치도 제주시 한경면 고산리 361-2,validated,kakao_coord2address
125,한경면,용수리 본향 골새왓 축일할망당,용수리 1546,한경면 용수리 1546,제주특별자치도 제주시 한경면 용수리 1546,33.33094063,126.1748121,resolved,개인,폐당,개인,제주특별자치도 제주시 한경면 용수리 1546,NULL,제주특별자치도 제주시 한경면 용수리 1546,validated,kakao_coord2address
126,한경면,용수리 펄낭 해신당,용수리 4136-3,한경면 용수리 4136-3,제주특별자치도 제주시 한경면 용수리 4136-3,33.3242436,126.1660367,resolved,국가,폐당,국가,제주특별자치도 제주시 한경면 용수리 4136-3,NULL,제주특별자치도 제주시 한경면 용수리 4136-3,validated,kakao_coord2address
127,한경면,두모․ 신창 본향 거머들 축일당,NULL,NULL,NULL,NULL,NULL,unresolved,-,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
128,한경면,두모리 해신당,NULL,NULL,NULL,NULL,NULL,unresolved,-,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
129,한경면,신창리 돈짓당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
130,한경면,금등리 본향 손드물 축일할망당,금등리 1008,한경면 금등리 1008,제주특별자치도 제주시 한경면 금등리 1008,33.35142937,126.1958391,resolved,국가,,국가,제주특별자치도 제주시 한경면 금등리 1008,NULL,제주특별자치도 제주시 한경면 금등리 1008,validated,kakao_coord2address
131,한경면,판포리 본향 오일하르방당,판포리 2532-1,한경면 판포리 2532-1,제주특별자치도 제주시 한경면 판포리 2532-1,33.35964451,126.2049582,resolved,개인,,개인,제주특별자치도 제주시 한경면 판포리 2532-1,NULL,제주특별자치도 제주시 한경면 판포리 2532-1,validated,kakao_coord2address
132,한경면,조수리 본향 삼대바지 매와지 축일할망당,조수리 248-1,한경면 조수리 248-1,제주특별자치도 제주시 한경면 조수리 248-1,33.33167653,126.2303438,resolved,개인,,개인,제주특별자치도 제주시 한경면 조수리 248-1,NULL,제주특별자치도 제주시 한경면 조수리 248-1,validated,kakao_coord2address
133,한경면,낙천리 본향 소록낭들 오일하르방당,낙천리 1883,한경면 낙천리 1883,제주특별자치도 제주시 한경면 낙천리 1883,33.32890083,126.2265048,resolved,기업,,법인,제주특별자치도 제주시 한경면 낙천리 1883,NULL,제주특별자치도 제주시 한경면 낙천리 1883,validated,kakao_coord2address
134,한경면,저지리 본향 당멀 허릿당,저지리 1 892-3,한경면 저지리 1 892-3,"1892-3 Jeoji-ri, Hangyeong-myeon, Cheju, Jeju-do, South Korea",33.3356319,126.2490842,resolved,개인,,개인,제주특별자치도 제주시 한경면 저지리 1892-3,NULL,제주특별자치도 제주시 한경면 저지리 1892-3,validated,kakao_coord2address
135,한경면,저지리 용선리 일뤠하르방당,조수리 41 46,한경면 조수리 41 46,"4146 Josu-ri, Hangyeong-myeon, Cheju, Jeju-do, South Korea",33.3234273,126.2186697,resolved,국가,폐당,국가,제주특별자치도 제주시 한경면 조수리 2406,NULL,제주특별자치도 제주시 한경면 조수리 2406,validated,kakao_coord2address
136,한경면,조수 종애물 본향 당밧 여드레할망당,저지리 11 34-1,한경면 저지리 11 34-1,"1134-1 Jeoji-ri, Hangyeong-myeon, Cheju, Jeju-do, South Korea",33.33975830000001,126.2402253,resolved,개인,폐당,개인,제주특별자치도 제주시 한경면 용금로 583-12,제주특별자치도 제주시 한경면 용금로 583-12,제주특별자치도 제주시 한경면 저지리 1128,validated,kakao_coord2address
137,옛 제주시,용담2동 한두기 본향 시락당,용담1 동 2581 -4,옛 제주시 용담1 동 2581 -4,"South Korea, 제주특별자치도 제주시 용담1동",33.5081637,126.5150147,resolved,국가,,국가,제주특별자치도 제주시 용담로20길 11,제주특별자치도 제주시 용담로20길 11,제주특별자치도 제주시 용담일동 238-3,validated,kakao_coord2address
138,옛 제주시,용담3동 다끄내 본향궁당,"용담로65, 용담3동 581","옛 제주시 용담로65, 용담3동 581","581, 65 Yongdam-ro, Cheju, Jeju-do, South Korea",33.5143007,126.5093714,resolved,국가,,국가,제주특별자치도 제주시 용담로 65,제주특별자치도 제주시 용담로 65,제주특별자치도 제주시 용담삼동 581,validated,kakao_coord2address
139,옛 제주시,용담3동 어영연딧당,용담3동 2292-29,옛 제주시 용담3동 2292-29,"2292-29 Yongdam 3(sam)-dong, Cheju, Jeju-do, South Korea",33.5202756,126.4943374,resolved,제주시,,국가,제주특별자치도 제주시 용담삼동 2292-29,NULL,제주특별자치도 제주시 용담삼동 2292-29,validated,kakao_coord2address
140,옛 제주시,용담3동 다끄내 해신당,용담3동 1 064-7,옛 제주시 용담3동 1 064-7,"1064-7 Yongdam 3(sam)-dong, Cheju, Jeju-do, South Korea",33.51782070000001,126.5003523,resolved,국가,,국가,제주특별자치도 제주시 서해안로 587,제주특별자치도 제주시 서해안로 587,제주특별자치도 제주시 용담삼동 1064-6,validated,kakao_coord2address
141,옛 제주시,도두1 동 본향 오름허릿당,도두1 동 1 745,옛 제주시 도두1 동 1 745,"1745 Dodu 1(il)-dong, Cheju, Jeju-do, South Korea",33.506555,126.4683257,resolved,개인,,개인,제주특별자치도 제주시 도두일동 1745,NULL,제주특별자치도 제주시 도두일동 1745,validated,kakao_coord2address
142,옛 제주시,도두2동 본향 진불래원 왕돌앞당,NULL,NULL,NULL,NULL,NULL,unresolved,-,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
143,옛 제주시,신사수동 본향 랭이물당,도두2동 2610,옛 제주시 도두2동 2610,"2610 Dodu 2(i)-dong, Cheju, Jeju-do, South Korea",33.5094428,126.4795955,resolved,국가,,국가,제주특별자치도 제주시 도두이동 836-9,NULL,제주특별자치도 제주시 도두이동 836-9,validated,kakao_coord2address
144,옛 제주시,이호1 동 본향 붉은왕돌 할망당,이호1 동 331,옛 제주시 이호1 동 331,"331 Iho 1(il)-dong, Cheju, Jeju-do, South Korea",33.5034782,126.461139,resolved,제주도,,국가,제주특별자치도 제주시 이호일동 331,NULL,제주특별자치도 제주시 이호일동 331,validated,kakao_coord2address
145,옛 제주시,이호2동 본향 남당,내도동 895,옛 제주시 내도동 895,"895 Naedo-dong, Cheju, Jeju-do, South Korea",33.494586,126.4477749,resolved,국가,,국가,제주특별자치도 제주시 일주서로 7499,제주특별자치도 제주시 일주서로 7499,제주특별자치도 제주시 이호일동 1846,validated,kakao_coord2address
146,옛 제주시,이호2동 본향 소왕상시당,이호2동 1 4,옛 제주시 이호2동 1 4,"1-4 Iho 2(i)-dong, Cheju, Jeju-do, South Korea",33.4949877,126.4684013,resolved,개인,,개인,제주특별자치도 제주시 이호이동 1-4,NULL,제주특별자치도 제주시 이호이동 1-4,validated,kakao_coord2address
147,옛 제주시,내도동 본향 웃당,NULL,NULL,NULL,NULL,NULL,unresolved,국가,,국가,NULL,NULL,NULL,unresolved,kakao_coord2address
148,옛 제주시,내도동 알당,NULL,NULL,NULL,NULL,NULL,unresolved,국가,,국가,NULL,NULL,NULL,unresolved,kakao_coord2address
149,옛 제주시,내도동 당팟 할망당,내도동 604-1,옛 제주시 내도동 604-1,"604-1 Naedo-dong, Cheju, Jeju-do, South Korea",33.495124,126.4394966,resolved,개인,,개인,제주특별자치도 제주시 내도동 604-1,NULL,제주특별자치도 제주시 내도동 604-1,validated,kakao_coord2address
150,옛 제주시,외도1 동 본향 우렝이 돗당,외도1 동 492-1 1,옛 제주시 외도1 동 492-1 1,"492-1 Oedo 1(il)-dong, Cheju, Jeju-do, South Korea",33.4886599,126.4276141,resolved,제주시,,국가,제주특별자치도 제주시 우령8길 27,제주특별자치도 제주시 우령8길 27,제주특별자치도 제주시 외도일동 492-1,validated,kakao_coord2address
151,옛 제주시,도평동 본향 대통밧당,이호2동 1 312,옛 제주시 이호2동 1 312,"1312 Iho 2(i)-dong, Cheju, Jeju-do, South Korea",33.4903776,126.4531119,resolved,개인,폐당,개인,제주특별자치도 제주시 이호이동 1312,NULL,제주특별자치도 제주시 이호이동 1312,validated,kakao_coord2address
152,옛 제주시,광평동 본향 당팟 세경할망당,이호2동 1 312,옛 제주시 이호2동 1 312,"1312 Iho 2(i)-dong, Cheju, Jeju-do, South Korea",33.4903776,126.4531119,resolved,개인,,개인,제주특별자치도 제주시 이호이동 1312,NULL,제주특별자치도 제주시 이호이동 1312,validated,kakao_coord2address
153,옛 제주시,해안동 본향 절물동산 하르방당,노형동 1906,옛 제주시 노형동 1906,"1906 Nohyeong-dong, Cheju, Jeju-do, South Korea",33.4642333,126.4723448,resolved,"개인, 공동",폐당,공동,제주특별자치도 제주시 노형동 1906,NULL,제주특별자치도 제주시 노형동 1906,validated,kakao_coord2address
154,옛 제주시,해안동 본향 독승굴 일뤠할망당,해안동 2431,옛 제주시 해안동 2431,"2431 Haean-dong, Cheju, Jeju-do, South Korea",33.4581841,126.4514216,resolved,개인,,개인,제주특별자치도 제주시 해안동 2431,NULL,제주특별자치도 제주시 해안동 2431,validated,kakao_coord2address
155,옛 제주시,연동 본향 다랑굿 막개낭당,연동 1 955-5,옛 제주시 연동 1 955-5,"1955-5 Yeon-dong, Cheju, Jeju-do, South Korea",33.4912212,126.4814028,resolved,제주시,,국가,제주특별자치도 제주시 연동 1955-5,NULL,제주특별자치도 제주시 연동 1955-5,validated,kakao_coord2address
156,옛 제주시,연동 본향 능당,연동 산28,옛 제주시 연동 산28,"산28 Yeon-dong, Cheju, Jeju-do, South Korea",33.4748126,126.4956948,resolved,개인,,개인,제주특별자치도 제주시 연동 산 28,NULL,제주특별자치도 제주시 연동 산 28,validated,kakao_coord2address
157,옛 제주시,오라동 본향 방애왓 내왓당,오라2동 1 186-2,옛 제주시 오라2동 1 186-2,"1186-2 Ora 2(i)-dong, Cheju, Jeju-do, South Korea",33.4968326,126.5113078,resolved,개인,,개인,제주특별자치도 제주시 오라이동 1186-2,NULL,제주특별자치도 제주시 오라이동 1186-2,validated,kakao_coord2address
158,옛 제주시,오라동 정실 (도노미) 본향,오라2동 61-32,옛 제주시 오라2동 61-32,"61-32 Ora 2(i)-dong, Cheju, Jeju-do, South Korea",33.4680967,126.5126519,resolved,개인,,개인,제주특별자치도 제주시 오라이동 61-32,NULL,제주특별자치도 제주시 오라이동 61-32,validated,kakao_coord2address
159,옛 제주시,오등동 본향 오드싱당,오등동 1895,옛 제주시 오등동 1895,"1895 Odeung-dong, Cheju, Jeju-do, South Korea",33.465667,126.5280789,resolved,국가,,국가,제주특별자치도 제주시 오등동 750,NULL,제주특별자치도 제주시 오등동 750,validated,kakao_coord2address
160,옛 제주시,오등동 병다동 본향 다싯당,오등동 799,옛 제주시 오등동 799,"799 Odeung-dong, Cheju, Jeju-do, South Korea",33.46477100000001,126.532362,resolved,개인,,개인,제주특별자치도 제주시 오등동 799,NULL,제주특별자치도 제주시 오등동 799,validated,kakao_coord2address
161,옛 제주시,오등동 죽성 본향 설새밋당,오등동 305-1 8,옛 제주시 오등동 305-1 8,"305-1 Odeung-dong, Cheju, Jeju-do, South Korea",33.455778,126.5381972,resolved,기업,,법인,제주특별자치도 제주시 오등동 305-1,NULL,제주특별자치도 제주시 오등동 305-1,validated,kakao_coord2address
162,옛 제주시,아라동 본향 간드락 할망당,화북2동 5328,옛 제주시 화북2동 5328,"5328 Hwabuk 2(i)-dong, Cheju, Jeju-do, South Korea",33.5011072,126.5559742,resolved,개인,폐당,개인,제주특별자치도 제주시 화북이동 5328,NULL,제주특별자치도 제주시 화북이동 5328,validated,kakao_coord2address
163,옛 제주시,아라동 본향 간드락 하르방당,화북2동 5327,옛 제주시 화북2동 5327,"5327 Hwabuk 2(i)-dong, Cheju, Jeju-do, South Korea",33.5015477,126.5558887,resolved,개인,폐당,개인,제주특별자치도 제주시 장수물길 58-9,제주특별자치도 제주시 장수물길 58-9,제주특별자치도 제주시 화북이동 5327,validated,kakao_coord2address
164,옛 제주시,도남동 본향 백질당,도남동 586,옛 제주시 도남동 586,"586 Donam-dong, Cheju, Jeju-do, South Korea",33.4871593,126.5231602,resolved,"개인, 공동",,공동,제주특별자치도 제주시 도남동 586,NULL,제주특별자치도 제주시 도남동 586,validated,kakao_coord2address
165,옛 제주시,건입동 본향 산지 칠머리당,건입동 387-12,옛 제주시 건입동 387-12,"387-12 Geonip-dong, Cheju, Jeju-do, South Korea",33.5189474,126.5487564,resolved,제주도,,국가,제주특별자치도 제주시 건입동 387-12,NULL,제주특별자치도 제주시 건입동 387-12,validated,kakao_coord2address
166,옛 제주시,화북1 동 윤동지영감당,화북1 동 1 392,옛 제주시 화북1 동 1 392,"1392 Hwabuk 1(il)-dong, Cheju, Jeju-do, South Korea",33.5213774,126.571556,resolved,개인,,개인,제주특별자치도 제주시 화북일동 1392,NULL,제주특별자치도 제주시 화북일동 1392,validated,kakao_coord2address
167,옛 제주시,화북동 본향 가릿당,화북동 1888,옛 제주시 화북동 1888,"Hwabuk-dong, Jeju-si, Jeju-do, South Korea",33.507826,126.5640243,resolved,마을,,미상,제주특별자치도 제주시 화북이동 3429,NULL,제주특별자치도 제주시 화북이동 3429,validated,kakao_coord2address
168,옛 제주시,삼양1 동 본향 물머리엉덕웃박 감낭하르방․ 할망당,삼양1 동 1 781 -2,옛 제주시 삼양1 동 1 781 -2,"2, 1 Samyang 1(il)-dong, Cheju, Jeju-do, South Korea",33.5180364,126.6082155,resolved,개인,,개인,제주특별자치도 제주시 삼양일동 1,NULL,제주특별자치도 제주시 삼양일동 1,validated,kakao_coord2address
169,옛 제주시,삼양2동 본향 당팟할망당,삼양2동 2104-4,옛 제주시 삼양2동 2104-4,"2104-4 Samyang 2(i)-dong, Cheju, Jeju-do, South Korea",33.5243633,126.5849631,resolved,제주시,,국가,제주특별자치도 제주시 삼양이동 2104-4,NULL,제주특별자치도 제주시 삼양이동 2104-4,validated,kakao_coord2address
170,옛 제주시,도련1 동 본향 당팟 개당,도련1 동 1 529-2,옛 제주시 도련1 동 1 529-2,"1529 Doryeon 1(il)-dong, Cheju, Jeju-do, South Korea",33.5054323,126.5888876,resolved,개인,,개인,제주특별자치도 제주시 도련일동 1529,NULL,제주특별자치도 제주시 도련일동 1529,validated,kakao_coord2address
171,옛 제주시,봉개 본향 뒷술당,봉개동 1850,옛 제주시 봉개동 1850,"1850 Bonggae-dong, Cheju, Jeju-do, South Korea",33.4903712,126.5960882,resolved,개인,,개인,제주특별자치도 제주시 봉개북1길 5-9,제주특별자치도 제주시 봉개북1길 5-9,제주특별자치도 제주시 봉개동 1850,validated,kakao_coord2address
172,옛 제주시,봉개동 동회천 본향 새미 하로산당,회천동 1058,옛 제주시 회천동 1058,"1058 Hoecheon-dong, Cheju, Jeju-do, South Korea",33.5076952,126.6155703,resolved,마을,,미상,제주특별자치도 제주시 회천동 1058,NULL,제주특별자치도 제주시 회천동 1058,validated,kakao_coord2address
173,옛 제주시,봉개 서회천 본향 는새 남선밧당,회천동 21 08,옛 제주시 회천동 21 08,"2108 Hoecheon-dong, Cheju, Jeju-do, South Korea",33.4975619,126.6100944,resolved,"개인, 공동",,공동,제주특별자치도 제주시 회천동 2108,NULL,제주특별자치도 제주시 회천동 2108,validated,kakao_coord2address
174,옛 제주시,영평하동 본향 신당루당,아라동 507-1,옛 제주시 아라동 507-1,"Ara-dong, Jeju-si, Jeju-do, South Korea",33.4612315,126.5550836,resolved,개인,,개인,제주특별자치도 제주시 아라일동 314,NULL,제주특별자치도 제주시 아라일동 314,validated,kakao_coord2address
175,옛 제주시,용강 본향 궤당,용강동 1768,옛 제주시 용강동 1768,"1768 Yonggang-dong, Cheju, Jeju-do, South Korea",33.4647583,126.5946677,resolved,국가,,국가,제주특별자치도 제주시 용강동 255,NULL,제주특별자치도 제주시 용강동 255,validated,kakao_coord2address
176,옛 제주시,월평 본향 다라쿳당,월평동 1 1 37,옛 제주시 월평동 1 1 37,"37, 1 Wolpyeong-dong, Cheju, Jeju-do, South Korea",33.4540099,126.5875893,resolved,"개인, 공동",,공동,제주특별자치도 제주시 월평동 1,NULL,제주특별자치도 제주시 월평동 1,validated,kakao_coord2address
